3.00242,2.36794,6.32328,-0.32988,2.81369,9.38854,3.33231,-0.44575,-3.06526,-0.28475,-2.27702,-1.27421,17.04,17.46,37.44,11
3.00242,2.36794,6.32328,-0.32988,2.81369,9.38854,3.33231,-0.44575,-3.06526,-0.19373,-1.40776,-1.6444,17.04,17.46,37.44,21
1.15165,1.31446,7.4845,-0.11756,2.76948,9.40673,1.2692,-1.45502,-1.92223,-0.51383,-1.35461,-1.97243,18.78,18.18,36.72,32
1.15165,1.31446,7.4845,-0.11756,2.76948,9.40673,1.2692,-1.45502,-1.92223,-0.84186,-1.35706,-1.96144,18.78,18.18,36.72,41
-0.21309,1.56586,6.49806,0.03125,2.66544,9.43742,-0.28744,-1.38211,-2.90344,-1.04528,-1.54398,-1.76046,20.4,19.14,35.22,52
-0.21309,1.56586,6.49806,0.03125,2.66544,9.43742,-0.28744,-1.38211,-2.90344,-1.15096,-1.94471,-1.3579,20.4,19.14,35.22,63
-1.03912,2.09499,8.12856,0.24749,2.47223,9.48669,-1.28661,-0.37724,-1.35812,-1.16868,-2.06322,-1.03659,21.78,20.46,35.28,71
-1.03912,2.09499,8.12856,0.24749,2.47223,9.48669,-1.28661,-0.37724,-1.35812,-1.15463,-2.0058,-0.57355,21.78,20.46,35.28,82
-1.03912,2.09499,8.12856,0.24749,2.47223,9.48669,-1.28661,-0.37724,-1.35812,-1.15463,-2.0058,-0.57355,21.78,20.46,35.28,92
-0.66321,0.91701,6.61778,0.59308,2.25923,9.52442,-1.25629,-1.34222,-2.90664,-1.15768,-1.90561,-0.34203,21.84,20.94,35.58,101
0.43815,-0.80926,4.25463,0.94439,2.02754,9.54817,-0.50624,-2.8368,-5.29355,-1.48449,-1.96792,0.17109,22.8,20.34,35.1,111
0.43815,-0.80926,4.25463,0.94439,2.02754,9.54817,-0.50624,-2.8368,-5.29355,-1.79848,-2.321,0.21691,22.8,20.34,35.1,121
4.60419,-1.90345,4.74545,1.37638,1.69383,9.5607,3.22781,-3.59727,-4.81524,-2.13262,-2.85429,0.11184,24.54,20.04,34.26,132
4.60419,-1.90345,4.74545,1.37638,1.69383,9.5607,3.22781,-3.59727,-4.81524,-2.26212,-3.30144,-0.07447,24.54,20.04,34.26,142
6.51961,-0.65364,10.57791,1.9834,1.27011,9.51963,4.53621,-1.92375,1.05828,-2.01717,-3.42361,-0.39457,25.92,20.1,33.78,151
6.51961,-0.65364,10.57791,1.9834,1.27011,9.51963,4.53621,-1.92375,1.05828,-1.48755,-3.17316,-0.71405,25.92,20.1,33.78,161
6.25385,0.18675,12.5053,2.58476,0.99067,9.40787,3.66909,-0.80392,3.09743,-0.55598,-2.89461,-1.12272,28.2,20.4,33,171
6.25385,0.18675,12.5053,2.58476,0.99067,9.40787,3.66909,-0.80392,3.09743,0.08849,-3.07542,-1.35179,28.2,20.4,33,181
6.47891,-0.05267,8.35602,3.11918,1.0157,9.24172,3.35973,-1.06837,-0.8857,0.53442,-3.55067,-1.63401,30.3,20.28,30.54,191
6.47891,-0.05267,8.35602,3.11918,1.0157,9.24172,3.35973,-1.06837,-0.8857,0.64193,-3.96851,-1.88874,30.3,20.28,30.54,202
5.90189,0.48604,6.55074,3.76633,1.24193,8.96899,2.13556,-0.7559,-2.41825,0.53197,-4.49385,-1.97549,31.26,21,28.26,211
